+------------+--------+-------------+----------+
| tournament | player | prize_money | position |
|        267 |     57 |        NULL |        1 |
|        267 |     67 |        NULL |       15 |
|        267 |     74 |        NULL |       11 |
|        267 |     84 |        NULL |       21 |
|        267 |     89 |        NULL |       20 |
|        267 |     94 |        NULL |       30 |
|        267 |     98 |        NULL |       16 |
|        267 |    109 |        NULL |       28 |
|        267 |    112 |        NULL |       22 |
|        267 |    124 |        NULL |       27 |
|        267 |    128 |        NULL |       19 |
|        267 |    139 |        NULL |       31 |
|        267 |    141 |        NULL |       23 |
|        267 |    156 |        NULL |       25 |
|        267 |    203 |        NULL |       13 |
|        267 |    223 |        NULL |        9 |
|        267 |    225 |        NULL |       14 |
|        267 |    236 |        NULL |       26 |
|        267 |    253 |        NULL |       24 |
|        267 |    271 |        NULL |       29 |
|        267 |    453 |        NULL |       18 |
|        273 |      8 |        NULL |       22 |
|        273 |     12 |        NULL |       10 |
|        273 |     13 |        NULL |        1 |
|        273 |     19 |        NULL |        3 |
|        273 |     22 |        NULL |       13 |
|        273 |     24 |        NULL |        5 |
|        273 |     25 |        NULL |       23 |
|        273 |     28 |        NULL |        9 |
|        273 |     31 |        NULL |       32 |
|        273 |     32 |        NULL |       30 |
|        273 |     33 |        NULL |       15 |
|        273 |     35 |        NULL |        8 |
|        273 |     36 |        NULL |       20 |
|        273 |     43 |        NULL |        6 |
|        273 |     47 |        NULL |       26 |
|        273 |     65 |        NULL |        4 |
|        273 |     81 |        NULL |       11 |
|        273 |     86 |        NULL |       24 |
|        273 |     91 |        NULL |       19 |
|        273 |     92 |        NULL |        2 |
|        273 |     93 |        NULL |       14 |
|        273 |    106 |        NULL |       27 |
|        273 |    113 |        NULL |       21 |
|        273 |    122 |        NULL |       29 |
|        273 |    129 |        NULL |        7 |
|        273 |    134 |        NULL |       12 |
|        273 |    136 |        NULL |       16 |
|        273 |    181 |        NULL |       28 |
|        273 |    198 |        NULL |       25 |
|        273 |    216 |        NULL |       18 |
|        273 |    220 |        NULL |       31 |
|        292 |      1 |        NULL |        3 |
|        292 |      2 |        NULL |       18 |
|        292 |     11 |        NULL |       22 |
|        292 |     16 |        NULL |       30 |
|        292 |     28 |        NULL |       28 |
|        292 |     33 |        NULL |        1 |
|        292 |     35 |        NULL |       12 |
|        292 |     44 |        NULL |       24 |
|        292 |     51 |        NULL |       27 |
|        292 |     54 |        NULL |       10 |
|        292 |     91 |        NULL |        6 |
|        292 |     94 |        NULL |        9 |
|        292 |     98 |        NULL |       15 |
|        292 |    109 |        NULL |        5 |
|        292 |    112 |        NULL |       13 |
|        292 |    120 |        NULL |       20 |
|        292 |    124 |        NULL |       32 |
|        292 |    143 |        NULL |       21 |
|        292 |    149 |        NULL |       14 |
|        292 |    198 |        NULL |        8 |
|        292 |    203 |        NULL |        2 |
|        292 |    206 |        NULL |       19 |
|        292 |    271 |        NULL |       16 |
|        292 |    353 |        NULL |       23 |
|        292 |    355 |        NULL |       25 |
|        292 |    390 |        NULL |       29 |
|        292 |    453 |        NULL |        7 |
|        292 |    478 |        NULL |       26 |
|        292 |    517 |        NULL |       17 |
|        292 |   1154 |        NULL |       31 |
|        298 |      8 |        NULL |       18 |
|        298 |     12 |        NULL |        8 |
|        298 |     13 |        NULL |       24 |
|        298 |     14 |        NULL |       23 |
|        298 |     19 |        NULL |       16 |
|        298 |     22 |        NULL |        1 |
|        298 |     24 |        NULL |       27 |
|        298 |     25 |        NULL |        5 |
|        298 |     31 |        NULL |        2 |
|        298 |     32 |        NULL |       26 |
|        298 |     36 |        NULL |        6 |
|        298 |     43 |        NULL |       10 |
|        298 |     47 |        NULL |        4 |
|        298 |     65 |        NULL |       17 |
|        298 |     74 |        NULL |       25 |
|        298 |     81 |        NULL |       11 |
|        298 |     86 |        NULL |       22 |
|        298 |     92 |        NULL |       14 |
|        298 |     93 |        NULL |       15 |
|        298 |    106 |        NULL |       29 |
|        298 |    113 |        NULL |       28 |
|        298 |    122 |        NULL |       13 |
|        298 |    129 |        NULL |       12 |
|        298 |    134 |        NULL |       20 |
|        298 |    136 |        NULL |        3 |
|        298 |    141 |        NULL |       31 |
|        298 |    181 |        NULL |        7 |
|        298 |    216 |        NULL |       30 |
|        298 |    220 |        NULL |        9 |
|        298 |    223 |        NULL |       21 |
|        298 |    253 |        NULL |       19 |
|        322 |      1 |        NULL |       21 |
|        322 |      2 |        NULL |       11 |
|        322 |      8 |        NULL |        7 |
|        322 |     12 |        NULL |        1 |
|        322 |     13 |        NULL |        2 |
|        322 |     17 |        NULL |       31 |
|        322 |     24 |        NULL |        4 |
|        322 |     25 |        NULL |        8 |
|        322 |     28 |        NULL |        5 |
|        322 |     35 |        NULL |        3 |
|        322 |     37 |        NULL |       24 |
|        322 |     57 |        NULL |       19 |
|        322 |     77 |        NULL |       29 |
|        322 |     90 |        NULL |       22 |
|        322 |     91 |        NULL |       16 |
|        322 |     98 |        NULL |       13 |
|        322 |    106 |        NULL |        6 |
|        322 |    114 |        NULL |       25 |
|        322 |    116 |        NULL |       18 |
|        322 |    120 |        NULL |       14 |
|        322 |    124 |        NULL |       12 |
|        322 |    143 |        NULL |       30 |
|        322 |    190 |        NULL |       23 |
|        322 |    195 |        NULL |       28 |
|        322 |    203 |        NULL |       32 |
|        322 |    236 |        NULL |       27 |
|        322 |    390 |        NULL |        9 |
|        322 |    453 |        NULL |       15 |
|        322 |    494 |        NULL |       20 |
|        322 |    517 |        NULL |       10 |
|        322 |    599 |        NULL |       26 |
|        322 |    624 |        NULL |       17 |
|        328 |     14 |        NULL |       23 |
|        328 |     19 |        NULL |       13 |
|        328 |     22 |        NULL |        1 |
|        328 |     31 |        NULL |        7 |
|        328 |     32 |        NULL |        9 |
|        328 |     36 |        NULL |       17 |
|        328 |     43 |        NULL |       10 |
|        328 |     47 |        NULL |       19 |
|        328 |     51 |        NULL |       26 |
|        328 |     65 |        NULL |       16 |
|        328 |     74 |        NULL |        4 |
|        328 |     81 |        NULL |       24 |
|        328 |     86 |        NULL |       14 |
|        328 |     92 |        NULL |        5 |
|        328 |     93 |        NULL |        3 |
|        328 |    113 |        NULL |        6 |
|        328 |    122 |        NULL |       11 |
|        328 |    129 |        NULL |       32 |
|        328 |    134 |        NULL |       12 |
|        328 |    136 |        NULL |       22 |
|        328 |    141 |        NULL |        2 |
|        328 |    181 |        NULL |       29 |
|        328 |    206 |        NULL |       20 |
|        328 |    216 |        NULL |       21 |
|        328 |    220 |        NULL |       30 |
|        328 |    223 |        NULL |       15 |
|        328 |    253 |        NULL |        8 |
|        328 |    271 |        NULL |       25 |
|        328 |    353 |        NULL |       27 |
|        328 |    355 |        NULL |       18 |
|        353 |      1 |        NULL |        3 |
|        353 |     16 |        NULL |       19 |
|        353 |     17 |        NULL |       29 |
|        353 |     25 |        NULL |       12 |
|        353 |     28 |        NULL |       16 |
|        353 |     31 |        NULL |        1 |
|        353 |     32 |        NULL |        2 |
|        353 |     57 |        NULL |       11 |
|        353 |     70 |        NULL |       21 |
|        353 |     86 |        NULL |        4 |
|        353 |     90 |        NULL |       10 |
|        353 |     91 |        NULL |       14 |
|        353 |     98 |        NULL |       24 |
|        353 |    106 |        NULL |       15 |
|        353 |    113 |        NULL |        8 |
|        353 |    114 |        NULL |       23 |
|        353 |    119 |        NULL |       26 |
|        353 |    129 |        NULL |        5 |
