+------------+--------+-------------+----------+
| tournament | player | prize_money | position |
|       8365 |     52 |        NULL |        1 |
|       8365 |    111 |        NULL |        2 |
|       8375 |     95 |        NULL |        1 |
|       8379 |     96 |        NULL |        1 |
|       8409 |     83 |        NULL |        7 |
|       8409 |    162 |        NULL |        1 |
|       8409 |    163 |        NULL |        6 |
|       8409 |    196 |        NULL |        3 |
|       8409 |    227 |        NULL |        8 |
|       8409 |    270 |        NULL |        5 |
|       8409 |    275 |        NULL |        2 |
|       8409 |    337 |        NULL |        4 |
|       8417 |     78 |        NULL |        3 |
|       8417 |     83 |        NULL |        1 |
|       8417 |    162 |        NULL |        5 |
|       8417 |    163 |        NULL |        7 |
|       8417 |    193 |        NULL |        6 |
|       8417 |    227 |        NULL |        4 |
|       8417 |    270 |        NULL |        2 |
|       8417 |    275 |        NULL |        8 |
|       8427 |    102 |        NULL |        2 |
|       8427 |    103 |        NULL |        1 |
|       8428 |     26 |        NULL |        1 |
|       8428 |    121 |        NULL |        2 |
|       8429 |    193 |        NULL |        1 |
|       8429 |    270 |        NULL |        2 |
|       8430 |     41 |        NULL |        1 |
|       8430 |    118 |        NULL |        2 |
|       8431 |     26 |        NULL |        1 |
|       8431 |    193 |        NULL |        2 |
|       8432 |     10 |        NULL |        1 |
|       8432 |    193 |        NULL |        2 |
|       8433 |     41 |        NULL |        2 |
|       8433 |    152 |        NULL |        1 |
|       8434 |    102 |        NULL |        2 |
|       8434 |    193 |        NULL |        1 |
|       8435 |     58 |        NULL |        2 |
|       8435 |     83 |        NULL |        1 |
|       8436 |    179 |        NULL |        1 |
|       8436 |    266 |        NULL |        2 |
|       8437 |    179 |        NULL |        2 |
|       8437 |    193 |        NULL |        1 |
|       8438 |     10 |        NULL |        2 |
|       8438 |    152 |        NULL |        1 |
|       8449 |    135 |        NULL |        8 |
|       8449 |    150 |        NULL |        7 |
|       8449 |    162 |        NULL |        3 |
|       8449 |    196 |        NULL |        1 |
|       8449 |    270 |        NULL |        4 |
|       8449 |    292 |        NULL |        6 |
|       8457 |     26 |        NULL |        1 |
|       8457 |    151 |        NULL |        2 |
|       8458 |     78 |        NULL |        1 |
|       8458 |    152 |        NULL |        2 |
|       8459 |     58 |        NULL |        1 |
|       8459 |    159 |        NULL |        2 |
|       8460 |     41 |        NULL |        2 |
|       8460 |    227 |        NULL |        1 |
|       8461 |     95 |        NULL |        2 |
|       8461 |    144 |        NULL |        1 |
|       8462 |    132 |        NULL |        1 |
|       8462 |    188 |        NULL |        2 |
|       8463 |     26 |        NULL |        1 |
|       8463 |    144 |        NULL |        2 |
|       8464 |    147 |        NULL |        1 |
|       8464 |    193 |        NULL |        2 |
|       8465 |     95 |        NULL |        2 |
|       8465 |    112 |        NULL |        1 |
|       8466 |     19 |        NULL |        2 |
|       8466 |    179 |        NULL |        1 |
|       8467 |     26 |        NULL |        1 |
|       8467 |    193 |        NULL |        2 |
|       8468 |     19 |        NULL |        4 |
|       8468 |     26 |        NULL |        2 |
|       8468 |     41 |        NULL |        1 |
|       8468 |    188 |        NULL |        3 |
|       8469 |     26 |        NULL |        1 |
|       8469 |     78 |        NULL |        2 |
|       8470 |     72 |        NULL |        1 |
|       8470 |    224 |        NULL |        2 |
|       8476 |     83 |        NULL |        7 |
|       8476 |     96 |        NULL |        1 |
|       8476 |    135 |        NULL |        4 |
|       8476 |    150 |        NULL |        5 |
|       8476 |    163 |        NULL |        3 |
|       8476 |    193 |        NULL |        2 |
|       8476 |    227 |        NULL |        8 |
|       8476 |    360 |        NULL |        6 |
|       8871 |     23 |        NULL |        2 |
|       8871 |     50 |        NULL |        1 |
|       8871 |    144 |        NULL |        4 |
|       8871 |    219 |        NULL |        3 |
|       8913 |     41 |        NULL |        1 |
|       8913 |     83 |        NULL |        3 |
|       8913 |    193 |        NULL |        2 |
|       8938 |     41 |        NULL |        2 |
|       8938 |    131 |        NULL |        1 |
|       8938 |    188 |        NULL |        3 |
|       8966 |     89 |        NULL |        1 |
|       8967 |     50 |        NULL |        1 |
|       8968 |    183 |        NULL |        1 |
|       8970 |     41 |        NULL |        1 |
|       8971 |    163 |        NULL |        1 |
|       8972 |    227 |        NULL |        1 |
|       8973 |     26 |        NULL |        1 |
|       8974 |     10 |        NULL |        1 |
|       8975 |     41 |        NULL |        1 |
|       8976 |    135 |        NULL |        1 |
|       8979 |    200 |        NULL |        1 |
|       8982 |    261 |        NULL |        1 |
|       8983 |    265 |        NULL |        1 |
|       8986 |     19 |        NULL |        1 |
|       8987 |     12 |        NULL |        1 |
|       8988 |     19 |        NULL |        1 |
|       8990 |     14 |        NULL |        1 |
|       9025 |     83 |        NULL |        2 |
|       9025 |    115 |        NULL |        1 |
|       9025 |    193 |        NULL |        3 |
|       9033 |    199 |        NULL |        1 |
|       9033 |    274 |        NULL |        2 |
|       9051 |     26 |        NULL |        1 |
|       9055 |     15 |        NULL |        1 |
|       9065 |     15 |        NULL |        1 |
|       9065 |     23 |        NULL |        7 |
|       9065 |     28 |        NULL |        4 |
|       9065 |     50 |        NULL |        2 |
|       9065 |     52 |        NULL |        8 |
|       9065 |     72 |        NULL |        5 |
|       9065 |     88 |        NULL |        6 |
|       9065 |    102 |        NULL |        3 |
|       9076 |    111 |        NULL |        1 |
|       9115 |    118 |        NULL |        1 |
|       9115 |    283 |        NULL |        2 |
|       9137 |     14 |        NULL |        1 |
|       9137 |     21 |        NULL |        2 |
|       9274 |    442 |        NULL |        1 |
|       9274 |   1067 |        NULL |        2 |
|       9274 |   4228 |        NULL |        4 |
|       9302 |    184 |        NULL |        1 |
|       9302 |    593 |        NULL |        2 |
|       9302 |    910 |        NULL |        3 |
|       9319 |    107 |        NULL |       15 |
|       9319 |    155 |        NULL |        4 |
|       9319 |    168 |        NULL |       10 |
|       9319 |    219 |        NULL |        6 |
|       9319 |    221 |        NULL |        1 |
|       9319 |    245 |        NULL |       14 |
|       9319 |    256 |        NULL |        3 |
|       9319 |    311 |        NULL |        8 |
|       9319 |    316 |        NULL |       12 |
|       9319 |    329 |        NULL |       11 |
|       9319 |    366 |        NULL |       16 |
|       9319 |    384 |        NULL |        9 |
|       9319 |    389 |        NULL |        2 |
|       9319 |    497 |        NULL |        7 |
|       9319 |    532 |        NULL |       13 |
|       9319 |    596 |        NULL |        5 |
|       9341 |    163 |        NULL |        1 |
|       9342 |    189 |        NULL |        1 |
|       9343 |    210 |        NULL |        2 |
|       9343 |    346 |        NULL |        1 |
|       9344 |    148 |        NULL |        2 |
|       9344 |    222 |        NULL |        1 |
|       9348 |    115 |        NULL |        1 |
|       9348 |    286 |        NULL |        4 |
|       9348 |    325 |        NULL |        5 |
|       9348 |    716 |        NULL |        6 |
|       9348 |   1813 |        NULL |        3 |
|       9382 |     60 |        NULL |        1 |
|       9389 |    153 |        NULL |        1 |
|       9393 |    251 |        NULL |        1 |
|       9395 |     53 |        NULL |        2 |
|       9395 |     66 |        NULL |        1 |
|       9395 |    112 |        NULL |        3 |
|       9401 |    103 |        NULL |        2 |
|       9401 |    153 |        NULL |        3 |
|       9401 |    192 |        NULL |        1 |
|       9401 |    228 |        NULL |        4 |
|       9401 |    230 |        NULL |        5 |
|       9401 |    569 |        NULL |        6 |
|       9415 |     78 |        NULL |        6 |
|       9415 |     83 |        NULL |        1 |
|       9415 |    162 |        NULL |        7 |
|       9415 |    163 |        NULL |        3 |
|       9415 |    193 |        NULL |        4 |
|       9415 |    196 |        NULL |        2 |
|       9415 |    227 |        NULL |        5 |
|       9416 |     83 |        NULL |        4 |
|       9416 |    158 |        NULL |        7 |
|       9416 |    162 |        NULL |        2 |
|       9416 |    163 |        NULL |        1 |
|       9416 |    196 |        NULL |        3 |
|       9417 |     78 |        NULL |        1 |
|       9417 |     83 |        NULL |        2 |
|       9417 |    163 |        NULL |        8 |
|       9417 |    196 |        NULL |        5 |
|       9417 |    227 |        NULL |        3 |
|       9417 |    270 |        NULL |        6 |
|       9418 |     78 |        NULL |        3 |
|       9418 |    135 |        NULL |        2 |
|       9418 |    158 |        NULL |        1 |
|       9418 |    163 |        NULL |        5 |
|       9418 |    196 |        NULL |        6 |
|       9418 |    292 |        NULL |        8 |
|       9418 |    360 |        NULL |        4 |
|       9419 |     83 |        NULL |        1 |
|       9419 |    158 |        NULL |        3 |
|       9419 |    162 |        NULL |        8 |
|       9419 |    163 |        NULL |        2 |
|       9419 |    196 |        NULL |        4 |
|       9419 |    270 |        NULL |        5 |
|       9419 |    275 |        NULL |        6 |
|       9453 |    111 |        NULL |        4 |
|       9453 |    146 |        NULL |        3 |
|       9453 |    401 |        NULL |        1 |
|       9453 |    683 |        NULL |        2 |
|       9453 |   3717 |        NULL |        8 |
|       9467 |     78 |        NULL |        1 |
|       9467 |     83 |        NULL |        4 |
|       9467 |    158 |        NULL |        2 |
|       9467 |    162 |        NULL |        7 |
|       9467 |    163 |        NULL |        3 |
|       9467 |    196 |        NULL |        5 |
|       9467 |    227 |        NULL |        6 |
|       9484 |     27 |        NULL |        1 |
|       9484 |    652 |        NULL |        5 |
|       9484 |   1105 |        NULL |        8 |
|       9538 |     78 |        NULL |        4 |
|       9538 |     83 |        NULL |        1 |
|       9538 |    163 |        NULL |        3 |
|       9538 |    193 |        NULL |        2 |
|       9551 |     78 |        NULL |        1 |
|       9551 |    140 |        NULL |        2 |
|       9551 |    274 |        NULL |        3 |
|       9557 |     52 |        NULL |       10 |
|       9557 |     72 |        NULL |        3 |
|       9557 |     83 |        NULL |        1 |
|       9557 |     88 |        NULL |        2 |
|       9557 |     96 |        NULL |        5 |
|       9557 |    140 |        NULL |        4 |
|       9557 |    163 |        NULL |        8 |
|       9557 |    174 |        NULL |        6 |
|       9557 |    183 |        NULL |        9 |
|       9557 |    192 |        NULL |       12 |
|       9557 |    193 |        NULL |        7 |
|       9557 |    250 |        NULL |       11 |
|       9565 |     26 |        NULL |        1 |
|       9565 |     66 |        NULL |        2 |
|       9565 |    111 |        NULL |        3 |
|       9565 |    182 |        NULL |        7 |
|       9565 |    230 |        NULL |        8 |
|       9565 |    250 |        NULL |        5 |
|       9565 |    283 |        NULL |        4 |
|       9565 |    368 |        NULL |        6 |
|       9590 |     83 |        NULL |        2 |
|       9590 |    163 |        NULL |        3 |
|       9590 |    193 |        NULL |        4 |
|       9590 |    196 |        NULL |        1 |
|       9595 |     32 |        NULL |        1 |
|       9595 |     34 |        NULL |        4 |
|       9595 |     83 |        NULL |        3 |
|       9595 |    103 |        NULL |       11 |
|       9595 |    108 |        NULL |       10 |
|       9595 |    111 |        NULL |        2 |
|       9595 |    115 |        NULL |        5 |
|       9595 |    140 |        NULL |        7 |
|       9595 |    163 |        NULL |       12 |
|       9595 |    172 |        NULL |        6 |
|       9595 |    192 |        NULL |        9 |
|       9595 |    208 |        NULL |        8 |
|       9595 |    312 |        NULL |       14 |
|       9595 |    321 |        NULL |       13 |
|       9595 |    508 |        NULL |       16 |
|       9595 |    574 |        NULL |       15 |
|       9611 |     72 |        NULL |        3 |
|       9611 |    103 |        NULL |        1 |
|       9611 |    108 |        NULL |        2 |
|       9628 |     90 |        NULL |        1 |
|       9628 |    130 |        NULL |        2 |
|       9629 |     88 |        NULL |        2 |
|       9629 |    159 |        NULL |        1 |
|       9630 |     15 |        NULL |        1 |
|       9630 |    111 |        NULL |        2 |
|       9631 |     15 |        NULL |        1 |
|       9631 |     53 |        NULL |        2 |
|       9646 |    193 |        NULL |        1 |
|       9700 |    167 |        NULL |        2 |
|       9700 |    246 |        NULL |        1 |
|       9701 |    260 |        NULL |        3 |
|       9701 |    514 |        NULL |        1 |
|       9701 |    663 |        NULL |        2 |
|       9702 |    260 |        NULL |        1 |
|       9702 |   1210 |        NULL |        3 |
|       9703 |    246 |        NULL |        2 |
|       9703 |   1148 |        NULL |        3 |
|       9704 |    260 |        NULL |        3 |
|       9704 |    365 |        NULL |        1 |
|       9704 |    663 |        NULL |        2 |
|       9705 |    365 |        NULL |        1 |
|       9705 |    882 |        NULL |        2 |
|       9705 |   3140 |        NULL |        3 |
|       9706 |    246 |        NULL |        3 |
|       9706 |    260 |        NULL |        2 |
|       9706 |    339 |        NULL |        1 |
|       9709 |     72 |        NULL |        1 |
|       9710 |     72 |        NULL |        1 |
|       9711 |    274 |        NULL |        1 |
|       9714 |    155 |        NULL |        2 |
|       9714 |    164 |        NULL |        1 |
|       9714 |    316 |        NULL |        3 |
|       9748 |    193 |        NULL |        1 |
|       9748 |    210 |        NULL |        2 |
|       9780 |     23 |        NULL |        1 |
|       9780 |   2020 |        NULL |        3 |
|       9780 |   2032 |        NULL |        2 |
|       9799 |    828 |        NULL |        2 |
|       9799 |   2032 |        NULL |        1 |
|       9820 |    119 |        NULL |        1 |
|       9820 |    260 |        NULL |        2 |
|       9820 |   3140 |        NULL |        3 |
|       9821 |    119 |        NULL |        1 |
|       9821 |   1148 |        NULL |        3 |
|       9821 |   1909 |        NULL |        2 |
|       9822 |    246 |        NULL |        3 |
|       9822 |    514 |        NULL |        1 |
|       9822 |   1148 |        NULL |        2 |
|       9823 |    119 |        NULL |        1 |
|       9823 |    281 |        NULL |        3 |
|       9823 |   3140 |        NULL |        2 |
|       9824 |    206 |        NULL |        1 |
|       9825 |    246 |        NULL |        3 |
|       9825 |    260 |        NULL |        1 |
|       9825 |    663 |        NULL |        2 |
|       9826 |    260 |        NULL |        1 |
|       9826 |   1196 |        NULL |        2 |
|       9827 |    246 |        NULL |        2 |
|       9827 |    260 |        NULL |        1 |
|       9827 |    663 |        NULL |        3 |
|       9828 |    260 |        NULL |        2 |
|       9828 |    747 |        NULL |        3 |
|       9828 |   1909 |        NULL |        1 |
|       9834 |    246 |        NULL |        3 |
|       9834 |    260 |        NULL |        1 |
|       9834 |   3140 |        NULL |        2 |
|       9843 |     15 |        NULL |        1 |
|       9845 |     58 |        NULL |        1 |
|       9847 |     72 |        NULL |        1 |
|       9849 |     90 |        NULL |        1 |
|       9851 |     97 |        NULL |        1 |
|       9854 |     15 |        NULL |        1 |
|       9856 |     15 |        NULL |        1 |
|       9858 |     26 |        NULL |        1 |
|       9861 |     41 |        NULL |        1 |
|       9862 |    448 |        NULL |        1 |
|       9863 |    346 |        NULL |        1 |
|       9864 |     53 |        NULL |        1 |
|       9865 |    448 |        NULL |        1 |
|       9866 |     53 |        NULL |        1 |
|       9867 |     95 |        NULL |        1 |
|       9868 |    131 |        NULL |        1 |
|       9869 |     41 |        NULL |        1 |
|       9870 |    152 |        NULL |        1 |
|       9872 |     90 |        NULL |        1 |
|       9873 |    159 |        NULL |        1 |
|       9874 |    111 |        NULL |        1 |
|       9875 |     72 |        NULL |        1 |
|       9883 |     18 |        NULL |        3 |
|       9883 |     26 |        NULL |        1 |
|       9884 |     95 |        NULL |        1 |
|       9884 |    131 |        NULL |        3 |
|       9884 |    360 |        NULL |        2 |
|       9924 |     58 |        NULL |        3 |
|       9924 |    210 |        NULL |        2 |
|       9924 |    250 |        NULL |        1 |
|       9925 |    199 |        NULL |        1 |
|       9925 |    250 |        NULL |        3 |
|       9925 |    288 |        NULL |        2 |
|       9926 |    182 |        NULL |        3 |
|       9926 |    210 |        NULL |        2 |
|       9926 |    250 |        NULL |        1 |
|       9927 |     26 |        NULL |        1 |
|       9927 |    199 |        NULL |        2 |
|       9927 |    210 |        NULL |        3 |
|       9973 |     71 |        NULL |        2 |
|       9973 |     90 |        NULL |        1 |
|       9974 |     71 |        NULL |        1 |
|       9974 |    183 |        NULL |        2 |
|       9974 |    209 |        NULL |        3 |
|       9975 |     15 |        NULL |        1 |
|       9975 |     87 |        NULL |        3 |
|       9975 |    255 |        NULL |        2 |
|       9976 |     90 |        NULL |        2 |
|       9976 |    294 |        NULL |        1 |
|       9976 |    401 |        NULL |        3 |
|       9977 |     15 |        NULL |        1 |
|       9977 |     96 |        NULL |        2 |
|       9977 |    383 |        NULL |        3 |
|       9978 |     90 |        NULL |        1 |
|       9978 |    210 |        NULL |        2 |
|       9978 |    289 |        NULL |        3 |
|       9987 |     50 |        NULL |        1 |
|       9987 |     52 |        NULL |        3 |
|       9987 |     53 |        NULL |        2 |
|       9987 |    227 |        NULL |        4 |
|      10001 |     26 |        NULL |        1 |
|      10001 |    121 |        NULL |        2 |
|      10001 |    144 |        NULL |        3 |
|      10026 |     87 |        NULL |        1 |
|      10027 |     15 |        NULL |        1 |
|      10028 |    120 |        NULL |        1 |
|      10046 |    196 |        NULL |        1 |
|      10046 |    323 |        NULL |        2 |
|      10047 |     72 |        NULL |        1 |
|      10047 |    152 |        NULL |        2 |
|      10048 |      8 |        NULL |        2 |
|      10048 |     90 |        NULL |        1 |
|      10049 |     41 |        NULL |        1 |
|      10049 |    237 |        NULL |        2 |
|      10050 |    115 |        NULL |        1 |
|      10050 |    193 |        NULL |        2 |
|      10056 |    130 |        NULL |        1 |
|      10056 |    202 |        NULL |        2 |
|      10056 |    204 |        NULL |        3 |
|      10057 |     15 |        NULL |        1 |
|      10057 |    362 |        NULL |        3 |
|      10057 |    676 |        NULL |        2 |
|      10058 |    112 |        NULL |        3 |
|      10058 |    244 |        NULL |        1 |
|      10059 |     72 |        NULL |        2 |
|      10059 |     96 |        NULL |        1 |
|      10060 |     53 |        NULL |        1 |
|      10060 |     72 |        NULL |        3 |
|      10060 |     88 |        NULL |        2 |
|      10061 |    321 |        NULL |        3 |
|      10061 |    349 |        NULL |        1 |
|      10061 |    350 |        NULL |        2 |
|      10062 |     72 |        NULL |        1 |
|      10062 |    130 |        NULL |        2 |
|      10067 |    553 |        NULL |        4 |
|      10067 |    716 |        NULL |        3 |
|      10067 |   1813 |        NULL |        2 |
|      10084 |    117 |        NULL |        1 |
|      10084 |    142 |        NULL |        2 |
|      10085 |    112 |        NULL |        1 |
|      10085 |    142 |        NULL |        2 |
|      10086 |     27 |        NULL |        1 |
|      10086 |    117 |        NULL |        2 |
|      10087 |     90 |        NULL |        1 |
|      10088 |     15 |        NULL |        1 |
|      10088 |    117 |        NULL |        2 |
|      10089 |    173 |        NULL |        1 |
|      10089 |    215 |        NULL |        2 |
|      10090 |     90 |        NULL |        1 |
|      10090 |    215 |        NULL |        2 |
|      10091 |     38 |        NULL |        1 |
|      10091 |    173 |        NULL |        2 |
|      10092 |     90 |        NULL |        2 |
|      10092 |    215 |        NULL |        1 |
|      10137 |     15 |        NULL |        1 |
|      10141 |    975 |        NULL |        1 |
|      10142 |    266 |        NULL |        1 |
|      10144 |    603 |        NULL |        1 |
|      10145 |    454 |        NULL |        1 |
|      10147 |    169 |        NULL |        1 |
|      10149 |    266 |        NULL |        1 |
|      10150 |    418 |        NULL |        1 |
|      10151 |    397 |        NULL |        1 |
|      10152 |   1331 |        NULL |        1 |
|      10154 |    418 |        NULL |        1 |
|      10155 |    681 |        NULL |        1 |
|      10157 |    418 |        NULL |        1 |
|      10158 |    313 |        NULL |        1 |
|      10159 |    193 |        NULL |        1 |
|      10161 |    193 |        NULL |        1 |
|      10162 |    144 |        NULL |        1 |
|      10163 |   1112 |        NULL |        1 |
|      10166 |    643 |        NULL |        1 |
|      10167 |    950 |        NULL |        1 |
|      10172 |    202 |        NULL |        1 |
|      10173 |    311 |        NULL |        1 |
|      10182 |    159 |        NULL |        1 |
|      10183 |    159 |        NULL |        1 |
|      10184 |    167 |        NULL |        1 |
|      10185 |    167 |        NULL |        1 |
|      10186 |    334 |        NULL |        1 |
|      10187 |    167 |        NULL |        1 |
|      10189 |    193 |        NULL |        1 |
|      10190 |    224 |        NULL |        1 |
|      10191 |    424 |        NULL |        1 |
|      10192 |    227 |        NULL |        1 |
|      10193 |     41 |        NULL |        1 |
|      10194 |    151 |        NULL |        1 |
|      10195 |    200 |        NULL |        1 |
|      10197 |    140 |        NULL |        1 |
|      10198 |     72 |        NULL |        1 |
|      10199 |    210 |        NULL |        1 |
|      10200 |     41 |        NULL |        1 |
|      10201 |    192 |        NULL |        1 |
|      10205 |    345 |        NULL |        1 |
|      10206 |    301 |        NULL |        1 |
|      10207 |     41 |        NULL |        1 |
|      10208 |    193 |        NULL |        1 |
|      10209 |    199 |        NULL |        1 |
|      10210 |     41 |        NULL |        1 |
|      10211 |    103 |        NULL |        1 |
|      10212 |    301 |        NULL |        1 |
|      10213 |    193 |        NULL |        1 |
|      10214 |     41 |        NULL |        1 |
|      10215 |    151 |        NULL |        1 |
|      10217 |    103 |        NULL |        1 |
|      10218 |    103 |        NULL |        1 |
|      10219 |    118 |        NULL |        1 |
|      10220 |    159 |        NULL |        1 |
|      10221 |     72 |        NULL |        1 |
|      10222 |    250 |        NULL |        1 |
|      10224 |    204 |        NULL |        1 |
|      10226 |    118 |        NULL |        1 |
|      10227 |    118 |        NULL |        1 |
|      10228 |    193 |        NULL |        1 |
|      10229 |    192 |        NULL |        1 |
|      10230 |    375 |        NULL |        1 |
|      10231 |    103 |        NULL |        1 |
|      10232 |    103 |        NULL |        1 |
|      10233 |    118 |        NULL |        1 |
|      10234 |    202 |        NULL |        1 |
|      10235 |    231 |        NULL |        1 |
|      10236 |    210 |        NULL |        1 |
|      10237 |    288 |        NULL |        1 |
|      10238 |     95 |        NULL |        1 |
|      10239 |    199 |        NULL |        1 |
|      10240 |    224 |        NULL |        1 |
|      10241 |     41 |        NULL |        1 |
|      10242 |    200 |        NULL |        1 |
|      10243 |    172 |        NULL |        1 |
|      10244 |     50 |        NULL |        1 |
|      10245 |    351 |        NULL |        1 |
|      10246 |    152 |        NULL |        1 |
|      10247 |     50 |        NULL |        1 |
|      10248 |    152 |        NULL |        1 |
|      10249 |     41 |        NULL |        1 |
|      10250 |     41 |        NULL |        1 |
|      10251 |    193 |        NULL |        1 |
|      10252 |    409 |        NULL |        1 |
|      10253 |     89 |        NULL |        1 |
|      10254 |    188 |        NULL |        1 |
|      10255 |    172 |        NULL |        1 |
|      10256 |    172 |        NULL |        1 |
|      10257 |     89 |        NULL |        1 |
|      10258 |    172 |        NULL |        1 |
|      10259 |     26 |        NULL |        1 |
|      10260 |    103 |        NULL |        1 |
|      10261 |    342 |        NULL |        1 |
|      10262 |    103 |        NULL |        1 |
|      10263 |    210 |        NULL |        1 |
|      10264 |    193 |        NULL |        1 |
|      10265 |    172 |        NULL |        1 |
|      10266 |    103 |        NULL |        1 |
|      10267 |     52 |        NULL |        1 |
|      10268 |    172 |        NULL |        1 |
|      10269 |    193 |        NULL |        1 |
|      10270 |    250 |        NULL |        1 |
|      10271 |    193 |        NULL |        1 |
|      10272 |    188 |        NULL |        1 |
|      10273 |    102 |        NULL |        1 |
|      10274 |    103 |        NULL |        1 |
|      10275 |    103 |        NULL |        1 |
|      10276 |    152 |        NULL |        1 |
|      10277 |    172 |        NULL |        1 |
|      10278 |     26 |        NULL |        1 |
|      10279 |     26 |        NULL |        1 |
|      10280 |    193 |        NULL |        1 |
|      10281 |     26 |        NULL |        1 |
|      10282 |     26 |        NULL |        1 |
|      10284 |     36 |        NULL |        1 |
|      10284 |     41 |        NULL |        2 |
|      10284 |    144 |        NULL |        3 |
|      10284 |    151 |        NULL |        4 |
|      10285 |     41 |        NULL |        1 |
|      10285 |     95 |        NULL |        4 |
|      10285 |    153 |        NULL |        2 |
|      10285 |    159 |        NULL |        3 |
|      10340 |    111 |        NULL |        1 |
|      10354 |    118 |        NULL |        1 |
|      10354 |    174 |        NULL |        2 |
|      10354 |    200 |        NULL |        3 |
|      10356 |      8 |        NULL |        1 |
|      10357 |      8 |        NULL |        1 |
|      10358 |      8 |        NULL |        1 |
|      10359 |      8 |        NULL |        1 |
|      10360 |    209 |        NULL |        1 |
|      10361 |    169 |        NULL |        1 |
|      10362 |      8 |        NULL |        1 |
|      10363 |      8 |        NULL |        1 |
|      10364 |      8 |        NULL |        1 |
|      10365 |    452 |        NULL |        1 |
|      10366 |     61 |        NULL |        1 |
|      10367 |     61 |        NULL |        1 |
|      10368 |      8 |        NULL |        1 |
|      10370 |    261 |        NULL |        1 |
|      10371 |      8 |        NULL |        1 |
|      10372 |     61 |        NULL |        1 |
|      10373 |    127 |        NULL |        1 |
|      10374 |    115 |        NULL |        1 |
|      10390 |    163 |        NULL |        1 |
|      10390 |    320 |        NULL |        2 |
|      10391 |    193 |        NULL |        1 |
|      10391 |    489 |        NULL |        2 |
|      10392 |    193 |        NULL |        1 |
|      10392 |    689 |        NULL |        2 |
|      10393 |     83 |        NULL |        1 |
|      10393 |    270 |        NULL |        3 |
|      10394 |    193 |        NULL |        1 |
|      10394 |    270 |        NULL |        2 |
|      10394 |    349 |        NULL |        3 |
|      10396 |    193 |        NULL |        1 |
|      10397 |    131 |        NULL |        1 |
|      10397 |    164 |        NULL |        3 |
|      10397 |    193 |        NULL |        2 |
|      10398 |     83 |        NULL |        2 |
|      10398 |    193 |        NULL |        3 |
|      10398 |    559 |        NULL |        1 |
|      10399 |    131 |        NULL |        1 |
|      10399 |    162 |        NULL |        3 |
|      10399 |    193 |        NULL |        2 |
|      10400 |    193 |        NULL |        3 |
|      10400 |    250 |        NULL |        2 |
|      10400 |    296 |        NULL |        1 |
|      10401 |    131 |        NULL |        1 |
|      10401 |    227 |        NULL |        3 |
|      10401 |    391 |        NULL |        2 |
|      10402 |     41 |        NULL |        3 |
|      10402 |     83 |        NULL |        2 |
|      10402 |    193 |        NULL |        1 |
|      10403 |    224 |        NULL |        2 |
|      10403 |    301 |        NULL |        3 |
|      10403 |    303 |        NULL |        1 |
|      10404 |    159 |        NULL |        2 |
|      10404 |    162 |        NULL |        1 |
|      10405 |     41 |        NULL |        1 |
|      10405 |    250 |        NULL |        2 |
|      10405 |    448 |        NULL |        3 |
|      10406 |     83 |        NULL |        2 |
|      10406 |    140 |        NULL |        1 |
|      10406 |    694 |        NULL |        3 |
|      10407 |    102 |        NULL |        3 |
|      10407 |    500 |        NULL |        2 |
|      10408 |    140 |        NULL |        2 |
|      10408 |    193 |        NULL |        1 |
|      10408 |    500 |        NULL |        3 |
|      10409 |    162 |        NULL |        2 |
|      10409 |    193 |        NULL |        3 |
|      10409 |    210 |        NULL |        1 |
|      10410 |    164 |        NULL |        3 |
|      10410 |    199 |        NULL |        1 |
|      10410 |    375 |        NULL |        2 |
|      10411 |    163 |        NULL |        1 |
|      10411 |    200 |        NULL |        3 |
|      10411 |    202 |        NULL |        2 |
|      10412 |     26 |        NULL |        2 |
|      10412 |     83 |        NULL |        3 |
|      10412 |    118 |        NULL |        1 |
|      10413 |     72 |        NULL |        2 |
|      10413 |    162 |        NULL |        1 |
|      10414 |    288 |        NULL |        3 |
|      10414 |    301 |        NULL |        1 |
|      10414 |    500 |        NULL |        2 |
|      10415 |     72 |        NULL |        3 |
|      10415 |    199 |        NULL |        1 |
|      10415 |    224 |        NULL |        2 |
|      10416 |     26 |        NULL |        2 |
|      10416 |     83 |        NULL |        1 |
|      10416 |    210 |        NULL |        3 |
|      10417 |    196 |        NULL |        3 |
|      10417 |    199 |        NULL |        2 |
|      10417 |    224 |        NULL |        1 |
|      10418 |     26 |        NULL |        1 |
|      10418 |    193 |        NULL |        2 |
|      10418 |    328 |        NULL |        3 |
|      10419 |    172 |        NULL |        3 |
|      10419 |    200 |        NULL |        1 |
|      10419 |    349 |        NULL |        2 |
|      10420 |     26 |        NULL |        1 |
|      10420 |    200 |        NULL |        3 |
|      10420 |    301 |        NULL |        2 |
|      10422 |    199 |        NULL |        1 |
|      10422 |    427 |        NULL |        3 |
|      10422 |    689 |        NULL |        2 |
|      10423 |    199 |        NULL |        1 |
|      10423 |    252 |        NULL |        2 |
|      10423 |    349 |        NULL |        3 |
|      10425 |     72 |        NULL |        3 |
|      10425 |     83 |        NULL |        2 |
|      10425 |    162 |        NULL |        1 |
|      10426 |     26 |        NULL |        1 |
|      10426 |    193 |        NULL |        2 |
|      10426 |    227 |        NULL |        3 |
|      10427 |     26 |        NULL |        2 |
